what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730955298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730955323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730988137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730988226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730993282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455730999476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.customizePerspective",1455730999521
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1455731001834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731013525
error,log,,,"Several ports (8005, 1234, 8009) required by Tomcat v6.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1455731013653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731016468
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1455731022367
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1455731022384
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1455731023282
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1455731023437
opened,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1455731023608
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1455731026663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.helpSearch",1455731027375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731036524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731041856
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1455731041983
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1455731042183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1455731042184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1455731042184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731045657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731048166
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455731048175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731060691
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455731061351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455731079169
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1455731079277
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455731084470
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1455731084499
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1455731084505
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1455731084529
